HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Image_url,commands,Approve,Reject
36BTXXLZ2V2AAN1E4ILTNRE01C7R4M,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:36 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:58 PDT 2015,,,3IAEQB9FMFEV4ZZMMQ1T1EB7U88WD4,AN3KR7C1SLYY3,Approved,Mon Oct 12 11:01:48 PDT 2015,Mon Oct 12 11:02:48 PDT 2015,Mon Oct 12 23:02:48 PDT 2015,Mon Oct 12 22:23:23 PDT 2015,,,60,100% (101/101),100% (101/101),100% (101/101),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0142.gif,place four blocks horizontally</br>place a block below the leftmost block</br>place a block below the rightmost block</br>place three blocks vertically above the top right block</br>place a block to the right of the middle block on the right,X,
366FYU4PTGJ6FLLC34O9V14DJ97EKM,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:39 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:33 PDT 2015,,,31LVTDXBL849UF6S0DPBXSBVB2XRLE,A3ICWVGCEDRXS0,Approved,Mon Oct 12 11:10:36 PDT 2015,Mon Oct 12 11:17:29 PDT 2015,Mon Oct 12 23:17:29 PDT 2015,2015-10-13 06:20:19 UTC,,,413,100% (26/26),100% (26/26),100% (26/26),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0812.gif,"Start by going right, creating a horizontal line of four blocks.</br>Go two blocks downward.</br>Go one block right.</br>Go one block down.</br>go two blocks left.",X,
3NZ1E5QA6ZV5QZOPMQIDS4FAJMZB5Y,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:24 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:24 PDT 2015,,,3U088ZLJVLN15FYSAEDYM7RO0JE0WU,A2O7H7VXLFN6BP,Approved,Mon Oct 12 12:59:58 PDT 2015,Mon Oct 12 13:00:29 PDT 2015,Tue Oct 13 01:00:29 PDT 2015,Mon Oct 12 22:24:12 PDT 2015,,,31,100% (54/54),100% (54/54),100% (54/54),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0200.gif,Place 1 block somewhere near the middle of the grid.</br>Place 2 blocks to the right of it.</br>Find the rightmost block.</br>Place 4 blocks under it.</br>Find the second lowest block.</br>Place 2 blocks to the left of it.</br>Find the lowest block.</br>Place 1 block to the left of it.,X,
3APP19WN718X0KWE7VKWLLK7VU3G61,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:52 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:15 PDT 2015,,,3COPXFW7XC6DYW8V2L9LDXY1LKHKPP,A1RT9SQ9D9DLOV,Approved,Mon Oct 12 12:53:54 PDT 2015,Mon Oct 12 12:55:36 PDT 2015,Tue Oct 13 00:55:36 PDT 2015,2015-10-13 08:00:17 UTC,,,102,100% (50/50),100% (50/50),100% (50/50),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0995.gif,Place a row of five blocks below the center of the grid.</br>Add a single block just below the middle block of the original row.</br>Add a column of three blocks going upwards from the 4th block (counting from the left) of the original row.</br>Add a single block to the right of the middle block of the previous column.,X,
3IHWR4LC7D7Y0PLXQYHXQBTEG2K8I6,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:30 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:30 PDT 2015,,,3GGAI1SQEWSPUVZUIS0V8ARYB6VCM6,A3TMUAPCRFG63N,Approved,Mon Oct 12 12:38:47 PDT 2015,Mon Oct 12 12:39:19 PDT 2015,Tue Oct 13 00:39:19 PDT 2015,Mon Oct 12 22:23:56 PDT 2015,,,32,100% (110/110),100% (110/110),100% (110/110),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0067.gif,place five blocks horizontally</br>place three blocks above the second block</br>place one block below the fourth block</br>place one block below the last block,X,
3D5G8J4N5AYMKFXLS3RBWWFV2H1TVD,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:34 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:34 PDT 2015,,,388U7OUMF8VWXJH6BK3SZ8J78440RW,A3B7V11T4M2SYI,Approved,Mon Oct 12 13:31:27 PDT 2015,Mon Oct 12 13:34:03 PDT 2015,Tue Oct 13 01:34:03 PDT 2015,2015-10-13 08:35:20 UTC,,,156,100% (3/3),100% (3/3),100% (3/3),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0346.gif,"Draw a vertical line four blocks high</br>Next to it on the right, a vertical line three high</br>Draw a three block horizontal line to the left of the top block of the four high line",X,
3O4VWC1GEW08U3ZXWZ71BV03DVHJ31,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:26 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:29 PDT 2015,,,3ZGVPD4G6UB6FJ0OJ3LF5MNBEW4TZE,A2FSQBC1OU8WN8,Approved,Mon Oct 12 11:37:18 PDT 2015,Mon Oct 12 11:44:28 PDT 2015,Mon Oct 12 23:44:28 PDT 2015,2015-10-13 06:45:19 UTC,,,430,100% (5/5),100% (5/5),100% (5/5),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0000.gif,"Place the first block in the 7th row, 10th column</br>place the next block below that one</br>place the next one below that one</br>put 4 more blocks to the left of that one</br>at the 4th block put one below it</br>skip two spaces and put 2 more blocks.",X,
34R3P23QHSV9UV6VIJFI4FVLYW8WHG,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:29 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:40 PDT 2015,,,3SPJ033422XCWQUEBN5SP9R0A0NYJ1,A1O3ABR69LGPIE,Approved,Mon Oct 12 13:25:46 PDT 2015,Mon Oct 12 13:27:25 PDT 2015,Tue Oct 13 01:27:25 PDT 2015,2015-10-13 08:30:18 UTC,,,99,100% (12/12),100% (12/12),100% (12/12),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0047.gif,"start with a column of five blocks on the left</br>looking at the fourth block in that column, place three blocks to the right of it (should now be four blocks in that row)</br>looking at the fifth block (the bottom most block) in that original column, place one block to the right of it, then skip a column, and place another block (should now be three blocks in this row, with a blank space in the third column)",X,
3SV8KD29L4M4QGC8ZR2MGB5V7FHKZZ,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:53 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:16 PDT 2015,,,3L2IS5HSFBCRY71UGK0VFV24NWEUN0,A1NM7ZPZ3NH412,Approved,Mon Oct 12 13:04:22 PDT 2015,Mon Oct 12 13:05:49 PDT 2015,Tue Oct 13 01:05:49 PDT 2015,2015-10-13 08:10:17 UTC,,,87,100% (1/1),100% (1/1),100% (1/1),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0575.gif,"Start with one block towards the center on the bottom.</br>Place one block on top of that one, and two to the right and one to the left. There should be 4 blocks on this row.</br>Place a block on top of the first block on row 2.</br>Place a block on top of the first block on row 3</br>Place a block on top of the bock on row 4 and then place two blocks to the right side of the block you placed on the fifth row.",X,
3B9J25CZ257P66E6CMRGWZVKFR8CS9,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:37 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:00 PDT 2015,,,3ZGVPD4G6UB6FJ0OJ3LF5MNBEW3ZTJ,A1RT9SQ9D9DLOV,Approved,Mon Oct 12 11:33:50 PDT 2015,Mon Oct 12 11:35:29 PDT 2015,Mon Oct 12 23:35:29 PDT 2015,2015-10-13 06:40:17 UTC,,,99,100% (50/50),100% (50/50),100% (50/50),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0156.gif,"Place a row of five blocks just above the center of the grid. Add a single block below the leftmost block of that row, and a single block above the rightmost block of that row. Add a column of two blocks going downwards from the rightmost block of the original row. Add a single block to the left of the bottommost block of the column that was just added.",X,
3D17ECOUOEP1ZMJT6A1V7V4HJEH13F,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:26 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:40 PDT 2015,,,3KWTYT0871XKPS8U36C8UR6ZJK9L5V,A3GMT4AGHPT362,Approved,Mon Oct 12 11:27:35 PDT 2015,Mon Oct 12 11:29:03 PDT 2015,Mon Oct 12 23:29:03 PDT 2015,Mon Oct 12 22:23:42 PDT 2015,,,88,100% (53/53),100% (53/53),100% (53/53),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0237.gif,Place four blocks in a row</br>Place three blocks in a column above the second block from the far right</br>Place one block above the far right block from the first step</br>Place one block to the right of the previous block</br>Place one block directly above the previous block,X,
371QPA24C2I6Y3HNLP7MP88FDDV1TX,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:29 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:41 PDT 2015,,,3L0KT67Y8FA5VTD4YHE6HAIN6JNSYY,A1MYLQQL8BBOYT,Approved,Mon Oct 12 11:40:59 PDT 2015,Mon Oct 12 11:41:50 PDT 2015,Mon Oct 12 23:41:50 PDT 2015,Mon Oct 12 22:23:26 PDT 2015,,,51,100% (100/100),100% (100/100),100% (100/100),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0055.gif,"Place a column of five blocks.</br>To the left of the first (highest) block, place a block.</br>To the right of the fourth block, place a row of three blocks.</br>Above the rightmost block in the row you just placed, place a block.",X,
3RQVKZ7ZRKDQPQ2CRQ4ZPVQ2GMI728,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:31 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:31 PDT 2015,,,3QAPZX2QN57FTZ0LWUORY0BZWCH02A,A1MJVTR0PCKBWW,Approved,Mon Oct 12 12:36:37 PDT 2015,Mon Oct 12 12:55:58 PDT 2015,Tue Oct 13 00:55:58 PDT 2015,Mon Oct 12 22:24:24 PDT 2015,,,1161,100% (56/56),100% (56/56),100% (56/56),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0072.gif,place 5 blocks in a row</br>place one block below 3rd block of original row</br>place one block below 4th block of original row</br>place 3 blocks above 5th block of original row,X,
3G57RS03HHZB2MOT3XP2RBC6PGN52R,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:45 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:51 PDT 2015,,,3OCHAWUVGPEI75AMOCJ27AK4NJBKXY,A2WKZI3JQCE3Z6,Approved,Mon Oct 12 10:50:42 PDT 2015,Mon Oct 12 10:51:23 PDT 2015,Mon Oct 12 22:51:23 PDT 2015,Mon Oct 12 22:23:52 PDT 2015,,,41,100% (134/134),100% (134/134),100% (134/134),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0896.gif,Place two blocks</br>Go down and place 1 block under the last block in the previous row.</br>God down and place 5 blocks such that the second block is under the block in the previous row.</br>Go down and place two blocks under the last two blocks in the previous row.,X,
3YD0MU1NC2VFUTXG45XEVD90SAAA7I,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:43 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:43 PDT 2015,,,33IZTU6J82VGVONUTLS4YWBE4DYXS2,A1NGGAVIGC9O7V,Approved,Mon Oct 12 12:18:01 PDT 2015,Mon Oct 12 12:19:23 PDT 2015,Tue Oct 13 00:19:23 PDT 2015,Mon Oct 12 22:24:48 PDT 2015,,,82,100% (109/109),100% (109/109),100% (109/109),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0435.gif,Place a vertical row of three blocks.</br>Place one block to the right of the bottom block.</br>Place three blocks to the right of the middle block in the original row of three blocks.</br>Place four blocks above the block farthest to the right in the horizontal row of four blocks you just created.,X,
3RWB1RTQDJHQHB813T7HZ8UQ2GF8PI,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:35 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:06 PDT 2015,,,3X4MXAO0BHIP59IR4RWD63SB99IWRT,A24L9F9PD7ADP7,Approved,Mon Oct 12 13:28:29 PDT 2015,Mon Oct 12 16:19:53 PDT 2015,Tue Oct 13 04:19:53 PDT 2015,2015-10-13 11:20:17 UTC,,,10284,100% (21/21),100% (21/21),100% (21/21),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0361.gif,"Place a vertical row of five blocks</br>Think of these as blocks 1,2,3,4,5 from left to right</br>Place on block on top of blocks 1 and 2</br>Place a vertical line of three blocks above block 4",X,
3XH7ZM9YX2OB7T7QLDHK4ZPGN4LR9I,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:40 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:35 PDT 2015,,,33NF62TLXKWHCL5X7841G1CPCLAKJO,A31A4YKVSOYRVS,Approved,Mon Oct 12 12:56:00 PDT 2015,Mon Oct 12 13:00:27 PDT 2015,Tue Oct 13 01:00:27 PDT 2015,Mon Oct 12 23:43:17 PDT 2015,,,267,100% (38/38),100% (38/38),100% (38/38),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0818.gif,"Start at the middle of the grid, and go up just a bit and over to the right just a bit. </br>Place two blocks there. </br>Place one block below the left top block. </br>Go down one space and and over four. </br>Put a block there and make a row of five. </br>Go down one space, below the fourth block in the row. </br>Put two blocks there.",X,
33NOQL7T9OTKVFA7Q25JQ6W4CFMZ8U,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:33 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:33 PDT 2015,,,3XXU1SWE8NP4Y2VP99H64IUX80W0A4,A3579N2TITA69M,Approved,Mon Oct 12 10:29:07 PDT 2015,Mon Oct 12 10:37:43 PDT 2015,Mon Oct 12 22:37:43 PDT 2015,Mon Oct 12 22:23:19 PDT 2015,,,516,100% (67/67),100% (65/65),100% (65/65),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0332.gif,Place a row of four blocks horizontally in the middle of the page.,X,
33NOQL7T9OTKVFA7Q25JQ6W4CFM8Z3,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:40 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:37 PDT 2015,,,3OCHAWUVGPEI75AMOCJ27AK4NJNKXA,A1T6EY2JB6S5ZZ,Approved,Mon Oct 12 12:21:55 PDT 2015,Mon Oct 12 12:27:20 PDT 2015,Tue Oct 13 00:27:20 PDT 2015,Mon Oct 12 23:43:08 PDT 2015,,,325,100% (40/40),100% (40/40),100% (40/40),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0828.gif,Place three blocks going right.</br>Place one block under the first block in the first set.</br>Place four blocks going down so the second to first block lines up with the last block from the first set.</br>Place one block to the right of the first block in the previous set.</br>Place one block to the right of the last block in the set before last.,X,
3FVBZG9CLJ8GM55APCMXXKMHXRTH0Z,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:37 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:10 PDT 2015,,,31EUONYN2WX9T7Q6MPADQ64SRDJVOW,A1T6EY2JB6S5ZZ,Approved,Mon Oct 12 11:48:34 PDT 2015,Mon Oct 12 11:49:40 PDT 2015,Mon Oct 12 23:49:40 PDT 2015,Mon Oct 12 23:43:13 PDT 2015,,,66,100% (40/40),100% (40/40),100% (40/40),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0386.gif,Place four blocks going down. </br>Place three blocks going left from the second to first block in the first set.</br>Place two blocks going left from the last block in the first set.</br>Place one block under the middle block in the previous set.,X,
